Customer ID,Country,Total Spending,Frequency,First Purchase,Last Purchase,Tenure,Segment,Churn
12421.0,Spain,291.56,2,2010-07-22 13:57:00,2010-10-20 14:28:00,90,About to Sleep,0
12422.0,Australia,2421.9,6,2009-12-18 12:44:00,2010-10-10 14:14:00,296,Loyal Customers,0
12422.0,Switzerland,2006.34,8,2010-05-20 17:04:00,2010-11-10 13:19:00,173,Loyal Customers,0
12423.0,Belgium,464.28000000000003,1,2010-11-17 11:33:00,2010-11-17 11:33:00,0,Potential Loyalists,0
12423.0,Denmark,298.8,1,2010-08-31 09:31:00,2010-08-31 09:31:00,0,Potential Loyalists,1
12424.0,Australia,1579.07,2,2010-06-09 15:15:00,2010-10-13 10:29:00,125,About to Sleep,0
12425.0,Portugal,964.21,1,2010-09-17 14:10:00,2010-09-17 14:10:00,0,Hibernating,0
12426.0,Germany,762.48,1,2010-02-15 08:41:00,2010-02-15 08:41:00,0,Hibernating,1
12427.0,Germany,303.5,1,2010-12-03 10:44:00,2010-12-03 10:44:00,0,New Customers,0
12429.0,Denmark,3735.51,5,2010-06-11 13:28:00,2010-12-09 12:05:00,180,Champions,0
12431.0,Australia,2610.87,9,2010-03-04 09:51:00,2010-12-01 10:03:00,272,Champions,0
12431.0,Belgium,1759.65,4,2010-01-15 09:04:00,2010-07-19 14:06:00,185,Champions,1
12433.0,Norway,7205.39,5,2010-08-20 09:23:00,2010-12-08 16:49:00,110,Champions,0
12434.0,Australia,297.29,1,2010-11-23 13:38:00,2010-11-23 13:38:00,0,Promising,0
12435.0,Denmark,6096.04,4,2009-12-02 13:58:00,2010-11-08 10:07:00,340,Loyal Customers,0
12437.0,France,7731.99,21,2009-12-02 16:24:00,2010-11-09 14:46:00,341,Loyal Customers,0
12439.0,Cyprus,1158.18,2,2009-12-14 08:40:00,2010-01-26 12:11:00,43,Hibernating,1
12440.0,Austria,859.2,2,2009-12-22 12:03:00,2010-09-03 13:11:00,255,Hibernating,0
12441.0,France,173.55,1,2010-12-08 10:45:00,2010-12-08 10:45:00,0,New Customers,0
12443.0,Norway,485.31,1,2009-12-07 15:42:00,2009-12-07 15:42:00,0,Hibernating,1
12445.0,Spain,301.58000000000004,1,2010-10-15 12:28:00,2010-10-15 12:28:00,0,About to Sleep,0
12449.0,Denmark,768.6,2,2010-09-27 09:37:00,2010-10-25 12:21:00,28,About to Sleep,0
12450.0,Spain,490.32,3,2010-08-22 13:11:00,2010-11-05 16:27:00,75,Potential Loyalists,0
12451.0,Switzerland,3634.36,3,2010-06-28 12:58:00,2010-09-02 15:38:00,66,At Risk,1
12454.0,Spain,13151.44,4,2010-10-14 17:33:00,2010-11-09 10:09:00,25,Loyal Customers,0
12455.0,Cyprus,3413.09,4,2009-12-18 12:33:00,2010-09-20 14:39:00,276,At Risk,0
12457.0,Switzerland,632.68,1,2010-09-30 17:59:00,2010-09-30 17:59:00,0,About to Sleep,0
12458.0,Switzerland,830.09,2,2010-08-09 10:33:00,2010-10-08 11:36:00,60,About to Sleep,0
12459.0,Spain,454.36,1,2010-04-13 14:53:00,2010-04-13 14:53:00,0,Hibernating,1
12460.0,Belgium,326.65,1,2010-09-09 13:51:00,2010-09-09 13:51:00,0,Hibernating,0
12466.0,France,56.73,1,2010-01-26 16:26:00,2010-01-26 16:26:00,0,Hibernating,1
12467.0,USA,132.8,1,2010-10-12 15:41:00,2010-10-12 15:41:00,0,About to Sleep,0
12468.0,Germany,2941.2,3,2010-01-26 10:09:00,2010-07-01 10:28:00,156,At Risk,1
12469.0,Thailand,3070.54,2,2010-06-21 10:30:00,2010-07-05 12:40:00,14,Hibernating,0
12470.0,Unspecified,211.95,1,2010-01-19 11:01:00,2010-01-19 11:01:00,0,Hibernating,1
12471.0,Germany,20139.739999999998,49,2009-12-07 10:41:00,2010-11-30 14:35:00,358,Champions,0
12472.0,Germany,11308.48,13,2009-12-14 10:49:00,2010-12-05 14:19:00,356,Champions,0
12474.0,Germany,5048.66,13,2010-02-11 09:41:00,2010-11-26 12:19:00,288,Champions,0
12475.0,Germany,426.26,1,2010-10-26 08:49:00,2010-10-26 08:49:00,0,About to Sleep,0
12476.0,Germany,7298.99,12,2010-07-26 09:04:00,2010-11-08 09:35:00,105,Loyal Customers,0
12477.0,Germany,7056.63,3,2010-03-26 14:01:00,2010-11-05 09:35:00,223,Potential Loyalists,0
12480.0,Germany,2183.2200000000003,3,2010-07-20 13:21:00,2010-11-05 15:08:00,108,Potential Loyalists,0
12481.0,Germany,6765.07,6,2010-04-11 13:10:00,2010-12-09 10:13:00,241,Champions,0
12482.0,Sweden,23691.4,29,2010-02-24 10:24:00,2010-05-12 16:51:00,77,Cant Loose,1
12483.0,Sweden,2635.6,11,2010-01-31 13:28:00,2010-11-26 12:35:00,298,Champions,0
12484.0,Spain,1828.43,6,2010-01-27 16:41:00,2010-08-13 13:45:00,197,At Risk,1
12485.0,Sweden,708.1,1,2010-06-28 15:22:00,2010-06-28 15:22:00,0,Hibernating,0
12486.0,Sweden,1037.28,1,2010-10-04 12:14:00,2010-10-04 12:14:00,0,About to Sleep,0
12487.0,Sweden,285.29999999999995,1,2009-12-09 11:36:00,2009-12-09 11:36:00,0,Hibernating,1
12490.0,France,4405.71,11,2009-12-01 12:52:00,2010-11-26 14:16:00,360,Champions,0
12492.0,Germany,452.0,1,2010-11-01 14:58:00,2010-11-01 14:58:00,0,About to Sleep,0
12494.0,France,626.77,3,2010-05-12 13:52:00,2010-12-09 11:31:00,210,Potential Loyalists,0
12495.0,Sweden,357.4,1,2010-03-09 10:53:00,2010-03-09 10:53:00,0,Hibernating,1
12496.0,Spain,54.09,2,2010-03-29 13:57:00,2010-03-29 14:06:00,0,Hibernating,1
12497.0,Germany,5205.400000000001,2,2010-03-05 09:39:00,2010-11-04 12:31:00,244,Potential Loyalists,0
12499.0,Germany,393.72,1,2010-05-28 15:12:00,2010-05-28 15:12:00,0,Hibernating,1
12500.0,Germany,1697.39,8,2010-02-04 15:05:00,2010-09-30 18:45:00,238,Loyal Customers,0
12503.0,Spain,1126.0,1,2010-05-04 13:59:00,2010-05-04 13:59:00,0,Hibernating,1
12504.0,Germany,297.0,2,2010-04-22 10:24:00,2010-10-18 15:09:00,179,About to Sleep,0
12505.0,Italy,955.2,1,2010-10-27 09:18:00,2010-10-27 09:18:00,0,About to Sleep,0
12507.0,Spain,539.25,1,2010-05-04 09:23:00,2010-05-04 09:23:00,0,Hibernating,1
12510.0,Spain,4195.45,7,2009-12-04 13:47:00,2010-09-06 14:27:00,276,Cant Loose,1
12511.0,Greece,3084.02,1,2010-10-07 10:39:00,2010-10-07 10:39:00,0,About to Sleep,0
12514.0,Italy,580.08,1,2010-03-08 12:18:00,2010-03-08 12:18:00,0,Hibernating,1
12516.0,Germany,1336.56,2,2010-04-19 14:14:00,2010-10-05 09:43:00,168,About to Sleep,0
12519.0,Germany,385.7,1,2010-08-20 08:21:00,2010-08-20 08:21:00,0,Hibernating,0
12523.0,France,2582.38,12,2009-12-07 13:46:00,2010-11-30 12:31:00,357,Champions,0
12524.0,Germany,6640.39,9,2010-02-08 14:41:00,2010-11-16 09:08:00,280,Loyal Customers,0
12525.0,France,973.73,3,2010-03-02 14:01:00,2010-07-29 16:08:00,149,At Risk,1
12527.0,Germany,386.8,2,2010-06-28 15:37:00,2010-08-02 12:23:00,34,Hibernating,0
12529.0,France,316.48,1,2010-06-29 13:10:00,2010-06-29 13:10:00,0,Hibernating,0
12530.0,Germany,2096.98,5,2010-03-07 14:37:00,2010-10-20 15:15:00,227,Loyal Customers,0
12531.0,Germany,1807.98,1,2010-01-22 14:17:00,2010-01-22 14:17:00,0,Hibernating,1
12533.0,Germany,1367.89,2,2009-12-01 11:50:00,2010-03-22 10:56:00,110,Hibernating,1
12537.0,Sweden,732.94,1,2010-10-27 08:36:00,2010-10-27 08:36:00,0,About to Sleep,0
12538.0,Spain,276.5,1,2010-11-26 13:02:00,2010-11-26 13:02:00,0,New Customers,0
12539.0,Spain,5646.400000000001,3,2009-12-23 13:00:00,2010-09-15 09:50:00,265,At Risk,0
12540.0,Spain,8854.25,16,2009-12-07 16:56:00,2010-11-26 10:43:00,353,Champions,0
12542.0,Spain,481.88,2,2010-03-09 16:26:00,2010-08-12 19:12:00,156,Hibernating,0
12543.0,Spain,980.25,1,2010-09-17 15:51:00,2010-09-17 15:51:00,0,Hibernating,0
12547.0,Spain,175.78,1,2010-07-27 13:55:00,2010-07-27 13:55:00,0,Hibernating,0
12549.0,USA,1575.68,6,2010-01-11 12:29:00,2010-05-13 12:05:00,121,At Risk,1
12553.0,France,916.47,2,2010-10-12 13:35:00,2010-11-19 12:18:00,37,Potential Loyalists,0
12554.0,Spain,468.5,1,2010-09-17 12:29:00,2010-09-17 12:29:00,0,Hibernating,0
12555.0,Spain,129.23,1,2010-01-26 16:26:00,2010-01-26 16:26:00,0,Hibernating,1
12557.0,Spain,6725.18,4,2009-12-17 10:39:00,2010-12-03 12:20:00,351,Champions,0
12562.0,France,1185.18,2,2010-09-30 13:13:00,2010-11-19 09:35:00,49,Potential Loyalists,0
12563.0,Italy,249.24,1,2010-10-27 09:52:00,2010-10-27 09:52:00,0,About to Sleep,0
12567.0,France,4308.58,7,2010-02-11 10:30:00,2010-12-07 10:36:00,299,Champions,0
12568.0,Germany,70.0,1,2010-03-05 09:15:00,2010-03-05 09:15:00,0,Hibernating,1
12570.0,Spain,77.52,1,2010-01-26 17:28:00,2010-01-26 17:28:00,0,Hibernating,1
12573.0,France,556.87,4,2010-08-31 17:25:00,2010-11-23 13:01:00,83,Loyal Customers,0
12575.0,France,622.8199999999999,2,2010-07-01 09:15:00,2010-09-08 13:09:00,69,Hibernating,0
12576.0,Poland,826.89,3,2010-07-01 13:46:00,2010-11-12 12:44:00,133,Potential Loyalists,0
12577.0,France,995.9499999999999,5,2009-12-03 19:31:00,2010-11-23 14:06:00,354,Loyal Customers,0
12578.0,Italy,1847.94,2,2010-09-22 11:19:00,2010-11-19 17:21:00,58,Potential Loyalists,0
12580.0,Germany,637.2,1,2010-05-12 11:45:00,2010-05-12 11:45:00,0,Hibernating,1
12582.0,Finland,1469.04,2,2010-05-11 09:55:00,2010-10-13 10:52:00,155,About to Sleep,0
12583.0,France,7166.0599999999995,13,2009-12-06 11:57:00,2010-12-01 08:45:00,359,Champions,0
12586.0,Italy,1865.73,3,2009-12-16 13:15:00,2010-11-30 10:47:00,348,Potential Loyalists,0
12588.0,Finland,743.88,3,2010-04-21 12:22:00,2010-11-05 12:53:00,198,Potential Loyalists,0
12589.0,France,4048.98,6,2010-01-19 12:26:00,2010-10-14 11:54:00,267,Loyal Customers,0
12591.0,Italy,899.3,2,2010-10-27 10:42:00,2010-11-14 14:32:00,18,Potential Loyalists,0
12592.0,Germany,2145.06,3,2010-07-08 14:06:00,2010-07-08 14:26:00,0,At Risk,1
12594.0,Italy,1751.89,5,2010-03-03 13:51:00,2010-11-26 12:17:00,267,Champions,0
12595.0,Germany,299.02,1,2010-07-23 09:10:00,2010-07-23 09:10:00,0,Hibernating,0
12598.0,France,1511.01,3,2010-03-01 09:58:00,2010-09-02 14:22:00,185,At Risk,1
12599.0,France,1264.14,6,2010-05-11 10:42:00,2010-11-23 15:49:00,196,Loyal Customers,0
12600.0,Germany,2444.88,12,2009-12-07 13:37:00,2010-12-03 12:57:00,360,Champions,0
12601.0,Germany,104.19999999999999,1,2010-10-31 10:57:00,2010-10-31 10:57:00,0,About to Sleep,0
12605.0,Germany,1232.95,4,2010-09-07 14:21:00,2010-11-28 14:18:00,81,Champions,0
12606.0,Spain,21.0,1,2010-01-26 16:23:00,2010-01-26 16:23:00,0,Hibernating,1
12608.0,United Kingdom,415.79,1,2010-10-31 10:49:00,2010-10-31 10:49:00,0,About to Sleep,0
12609.0,Germany,2309.01,6,2009-12-20 13:30:00,2010-11-30 14:48:00,345,Champions,0
12613.0,Germany,3490.69,5,2009-12-14 13:10:00,2010-11-16 17:17:00,337,Loyal Customers,0
12615.0,France,3449.79,4,2010-03-18 14:09:00,2010-10-22 09:45:00,217,Loyal Customers,0
12616.0,France,417.8,1,2010-11-16 11:38:00,2010-11-16 11:38:00,0,Promising,0
12619.0,Germany,140.14,1,2010-05-28 12:52:00,2010-05-28 12:52:00,0,Hibernating,1
12621.0,Germany,11086.14,16,2010-02-09 12:01:00,2010-12-09 10:16:00,302,Champions,0
12623.0,Germany,3442.7400000000002,6,2010-01-12 11:45:00,2010-10-19 09:35:00,279,Loyal Customers,0
12625.0,Germany,2481.06,2,2010-04-22 11:33:00,2010-07-18 15:56:00,87,Hibernating,0
12629.0,Sweden,1558.22,2,2010-10-12 16:40:00,2010-11-19 09:18:00,37,Potential Loyalists,0
12631.0,Finland,2841.07,5,2010-01-15 14:50:00,2010-09-09 14:50:00,237,At Risk,1
12632.0,Germany,804.88,2,2010-05-24 09:07:00,2010-07-07 09:39:00,44,Hibernating,0
12633.0,Germany,3514.18,3,2010-07-02 11:44:00,2010-11-22 13:09:00,143,Potential Loyalists,0
12634.0,USA,490.0,2,2010-06-09 15:41:00,2010-06-22 10:05:00,12,Hibernating,0
12635.0,Germany,1241.23,2,2010-09-09 10:50:00,2010-11-12 15:46:00,64,Potential Loyalists,0
12636.0,USA,141.0,1,2009-12-01 09:55:00,2009-12-01 09:55:00,0,Hibernating,1
12637.0,France,2318.41,4,2010-06-14 13:36:00,2010-11-26 13:50:00,165,Champions,0
12638.0,Sweden,249.8,1,2010-03-10 10:30:00,2010-03-10 10:30:00,0,Hibernating,1
12639.0,Sweden,826.27,2,2010-03-22 09:05:00,2010-10-01 12:17:00,193,About to Sleep,0
12643.0,France,5005.78,6,2010-04-07 14:16:00,2010-11-19 12:42:00,225,Loyal Customers,0
12644.0,Germany,1440.58,3,2010-01-14 13:02:00,2010-10-05 10:23:00,263,Need Attention,0
12645.0,Germany,1764.12,4,2010-02-09 10:49:00,2010-10-26 18:44:00,259,Loyal Customers,0
12647.0,Germany,14201.53,27,2010-01-13 15:06:00,2010-12-07 12:28:00,327,Champions,0
12648.0,Germany,793.95,3,2010-01-07 18:38:00,2010-09-28 10:35:00,263,At Risk,0
12649.0,Germany,1671.1399999999999,5,2010-01-12 17:24:00,2010-11-22 12:57:00,313,Loyal Customers,0
12651.0,France,263.75,3,2010-08-31 15:21:00,2010-11-26 11:58:00,86,Potential Loyalists,0
12652.0,Germany,97.05000000000001,1,2010-10-01 15:16:00,2010-10-01 15:16:00,0,About to Sleep,0
12653.0,Israel,1950.98,1,2010-07-01 09:56:00,2010-07-01 09:56:00,0,Hibernating,0
12655.0,France,261.35,1,2010-10-12 09:17:00,2010-10-12 09:17:00,0,About to Sleep,0
12656.0,France,2356.66,3,2010-05-26 09:00:00,2010-10-10 10:43:00,137,Need Attention,0
12661.0,Sweden,162.0,1,2010-09-29 16:46:00,2010-09-29 16:46:00,0,Hibernating,0
12662.0,Germany,3138.2400000000002,10,2010-04-01 09:50:00,2010-12-01 13:04:00,244,Champions,0
12663.0,Germany,239.4,2,2010-02-09 14:28:00,2010-03-25 09:40:00,43,Hibernating,1
12664.0,Finland,1188.16,2,2009-12-13 10:28:00,2010-07-13 13:28:00,212,Hibernating,0
12665.0,Germany,250.6,2,2010-02-08 15:11:00,2010-10-18 11:34:00,251,About to Sleep,0
12666.0,Israel,1248.42,1,2010-11-10 16:40:00,2010-11-10 16:40:00,0,Promising,0
12668.0,Germany,7637.53,6,2010-01-31 15:45:00,2010-11-26 11:48:00,298,Champions,0
12670.0,France,764.24,2,2010-02-11 10:13:00,2010-11-19 10:05:00,280,Potential Loyalists,0
12671.0,Germany,2622.481,1,2010-04-12 16:30:00,2010-04-12 16:30:00,0,Hibernating,1
12672.0,France,211.15,1,2010-04-23 09:57:00,2010-04-23 09:57:00,0,Hibernating,1
12673.0,Germany,619.5,1,2010-11-03 10:46:00,2010-11-03 10:46:00,0,About to Sleep,0
12675.0,Italy,958.5,2,2010-05-10 16:44:00,2010-06-04 09:49:00,24,Hibernating,1
12676.0,Sweden,1511.7,5,2010-08-13 13:29:00,2010-10-27 09:36:00,74,Loyal Customers,0
12677.0,France,395.1,2,2010-02-11 13:55:00,2010-06-02 14:30:00,111,Hibernating,1
12678.0,France,16652.72,9,2010-01-07 16:46:00,2010-11-29 09:55:00,325,Champions,0
12681.0,France,17080.74,24,2009-12-13 13:31:00,2010-12-07 10:08:00,358,Champions,0
12682.0,France,11745.69,23,2009-12-01 09:28:00,2010-12-09 14:49:00,373,Champions,0
12683.0,France,4220.21,8,2009-12-13 15:01:00,2010-12-09 12:17:00,360,Champions,0
12686.0,France,89.14,1,2010-12-03 09:51:00,2010-12-03 09:51:00,0,New Customers,0
12687.0,Sweden,2138.91,2,2010-08-16 12:10:00,2010-08-16 12:12:00,0,Hibernating,0
12691.0,France,134.6,1,2010-10-15 12:00:00,2010-10-15 12:00:00,0,About to Sleep,0
12692.0,France,110.95,1,2010-03-12 14:02:00,2010-03-12 14:02:00,0,Hibernating,1
12693.0,Germany,847.11,3,2010-07-05 13:56:00,2010-11-08 14:57:00,126,Potential Loyalists,0
12694.0,France,973.68,1,2010-10-14 19:39:00,2010-10-14 19:39:00,0,About to Sleep,0
12695.0,France,825.02,3,2010-02-12 13:22:00,2010-06-29 16:12:00,137,At Risk,1
12696.0,Finland,851.91,2,2010-07-19 10:02:00,2010-10-01 10:43:00,74,About to Sleep,0
12698.0,Germany,339.75,1,2010-04-28 15:51:00,2010-04-28 15:51:00,0,Hibernating,1
12699.0,Germany,638.11,1,2010-10-18 12:07:00,2010-10-18 12:07:00,0,About to Sleep,0
12701.0,Germany,1648.7,4,2010-03-16 13:23:00,2010-06-28 13:44:00,104,At Risk,1
12703.0,Germany,722.98,3,2010-01-24 12:05:00,2010-03-16 13:22:00,51,At Risk,1
12705.0,Germany,4893.81,5,2010-06-24 09:51:00,2010-11-21 13:59:00,150,Loyal Customers,0
12708.0,Germany,2601.19,9,2009-12-18 10:25:00,2010-12-06 10:43:00,353,Champions,0
12709.0,Germany,21356.82,20,2009-12-09 13:49:00,2010-12-08 09:49:00,363,Champions,0
12711.0,Germany,1339.05,2,2010-02-01 11:30:00,2010-04-07 11:59:00,65,Hibernating,1
12712.0,Germany,2797.53,10,2009-12-09 10:46:00,2010-12-09 11:39:00,365,Champions,0
12714.0,France,9384.85,7,2009-12-04 10:00:00,2010-11-16 18:10:00,347,Loyal Customers,0
12717.0,Greece,277.93,1,2010-04-28 14:34:00,2010-04-28 14:34:00,0,Hibernating,1
12720.0,Germany,2478.94,6,2010-07-21 09:46:00,2010-12-05 15:21:00,137,Champions,0
12721.0,France,1356.95,2,2010-08-25 11:07:00,2010-11-19 15:13:00,86,Potential Loyalists,0
12724.0,France,1286.11,3,2010-06-22 14:00:00,2010-11-21 13:26:00,151,Potential Loyalists,0
12725.0,Italy,2266.76,4,2010-05-04 13:59:00,2010-12-03 15:45:00,213,Champions,0
12726.0,France,1405.5,4,2010-03-25 16:25:00,2010-11-17 16:59:00,237,Loyal Customers,0
12727.0,France,1698.8300000000002,3,2010-02-23 09:54:00,2010-09-23 10:45:00,212,At Risk,0
12728.0,France,233.84,1,2010-11-21 11:34:00,2010-11-21 11:34:00,0,Promising,0
12730.0,Germany,829.25,1,2010-07-06 12:19:00,2010-07-06 12:19:00,0,Hibernating,0
12731.0,France,6879.8,5,2010-03-02 09:23:00,2010-09-23 15:12:00,205,At Risk,0
12733.0,USA,2040.92,3,2010-01-19 13:23:00,2010-11-15 13:56:00,300,Potential Loyalists,0
12734.0,France,529.25,2,2010-11-12 13:26:00,2010-11-30 11:05:00,17,Potential Loyalists,0
12737.0,France,3710.5,2,2010-07-29 12:27:00,2010-07-29 12:29:00,0,Hibernating,0
12738.0,Germany,155.35,1,2010-12-02 18:27:00,2010-12-02 18:27:00,0,New Customers,0
12739.0,United Arab Emirates,1713.69,2,2010-11-10 14:27:00,2010-11-19 09:42:00,8,Potential Loyalists,0
12741.0,USA,406.07,2,2010-06-24 16:24:00,2010-06-28 14:36:00,3,Hibernating,0
12742.0,United Arab Emirates,1201.52,1,2010-03-24 12:43:00,2010-03-24 12:43:00,0,Hibernating,1
12744.0,Singapore,4037.77,4,2010-04-27 16:19:00,2010-09-06 10:24:00,131,At Risk,1
12745.0,EIRE,201.56,1,2010-01-26 16:22:00,2010-01-26 16:22:00,0,At Risk,1
12745.0,United Kingdom,723.85,2,2010-05-14 16:50:00,2010-08-10 10:14:00,87,At Risk,1
12746.0,United Kingdom,254.55,1,2010-06-17 10:41:00,2010-06-17 10:41:00,0,Hibernating,0
12747.0,United Kingdom,5080.53,16,2009-12-07 13:23:00,2010-12-05 15:38:00,363,Champions,0
12748.0,United Kingdom,22879.66,144,2009-12-04 17:31:00,2010-12-09 13:22:00,369,Champions,0
12749.0,United Kingdom,2806.48,4,2010-07-06 15:05:00,2010-11-05 13:56:00,121,Loyal Customers,0
12751.0,Brazil,268.27,1,2010-09-21 12:49:00,2010-09-21 12:49:00,0,Hibernating,0
12755.0,Japan,5218.709999999999,10,2010-01-15 11:57:00,2010-12-09 10:44:00,327,Champions,0
12758.0,Portugal,7111.650000000001,5,2009-12-01 14:40:00,2010-09-06 13:02:00,278,At Risk,1
12759.0,Netherlands,3489.3,5,2009-12-04 10:47:00,2010-11-18 19:14:00,349,Loyal Customers,0
12760.0,Netherlands,347.8,1,2010-09-10 08:50:00,2010-09-10 08:50:00,0,Hibernating,0
12761.0,Netherlands,782.95,2,2010-09-01 10:47:00,2010-09-08 12:17:00,7,Hibernating,0
12763.0,Japan,320.08,1,2010-12-05 15:46:00,2010-12-05 15:46:00,0,New Customers,0
12765.0,Netherlands,1404.58,6,2010-03-08 09:43:00,2010-08-24 13:51:00,169,At Risk,1
